课程代码,课程名称,课程英文名称,课程性质,开课学院,任课老师,学分,起止周,上课地点,上课时间,班级
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,工商管理学院,刘轶,2.0,1-17,,,2021级旅游管理（数字文旅）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,工商管理学院,刘轶,2.0,1-17,,,2021级市场营销（大数据营销）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,工商管理学院,刘轶,2.0,1-17,,,2021级工商管理（大数据与管理光华实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,工商管理学院,刘轶,2.0,1-17,,,2021级人力资源管理
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,工商管理学院,刘轶,2.0,1-17,,,2021级供应链管理（供应链金融与智慧商务）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,工商管理学院,刘轶,2.0,1-17,,,2021级工商管理（双语实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,工商管理学院,刘轶,2.0,1-17,,,2021级工商管理（数字化管理）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,管理科学与工程学院,赖超,2.0,1-17,,,2021级管理科学
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,管理科学与工程学院,赖超,2.0,1-17,,,2021级大数据管理与应用
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,管理科学与工程学院,赖超,2.0,1-2,,,2021级信息管理与信息系统
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,会计学院,王慧/张博涵,2.0,1-17,,,2022级会计学（双语实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,会计学院,王慧/张博涵,2.0,1-17,,,2022级会计学（大数据会计）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,会计学院,王慧/张博涵,2.0,1-17,,,2022级审计学（大数据审计）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,会计学院,王慧/张博涵,2.0,1-17,,,2022级会计学（大数据会计光华实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,会计学院,王慧/张博涵,2.0,1-17,,,2022级财务管理（智能财务）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,会计学院,王慧/张博涵,2.0,1-17,,,2022级会计学（中外合作办学）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,会计学院,王慧/张博涵,2.0,1-17,,,2022级会计学（注册会计师专门化方向）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级金融学（CFA国际化实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级金融学（智能金融与区块链金融）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级保险学（精算双语实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级金融学（证券与期货方向）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级金融学（双语实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级精算学
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级保险学
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级金融学（大数据与财富管理光华实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级信用管理
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级金融工程
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级金融科技
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级金融学
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级保险学（财务与会计双语实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,金融学院,张泽立,2.0,1-17,,,2021级保险学（保险科技光华实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,经济学院,方小书,2.0,1-8,,,2021级经济学（国家经济学基础人才培养基地班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,经济与管理研究院,苏明淘,2.0,1-4,,,2021级会计学（经管国际化创新实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,经济与管理研究院,苏明淘,2.0,1-4,,,2021级会计学（经管国际化创新实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,经济与管理研究院,苏明淘,2.0,1-4,,,2021级会计学（经管国际化创新实验班）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,经济与管理研究院,苏明淘,2.0,1-4,,,2021级会计学（经管国际化创新实验班）
PRT112,创新、创业与社会实践,"Innovation, Entrepreneuship and Social Practice",实践环节课,特拉华数据科学学院,秦怡,2.0,1-17,,,2022级信息管理与信息系统（信息系统与数据管理）
PRT112,创新、创业与社会实践,"Innovation, Entrepreneuship and Social Practice",实践环节课,特拉华数据科学学院,秦怡,2.0,1-17,,,2022级金融数学（金融服务与量化分析）
PRT112,创新、创业与社会实践,"Innovation, Entrepreneuship and Social Practice",实践环节课,特拉华数据科学学院,秦怡,2.0,1-17,,,2022级物流管理（运营管理与商务分析）
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,统计学院,高静,2.0,1-17,,,2021级经济统计学
PRT109,创新、创业与社会实践,"Innovation, Entrepreneurship and Social Practice",实践环节课,外国语学院,胡紫薇,2.0,1-17,,,2021级商务英语
LAW411,创新与安全：数据法治前沿问题研究,Innovation and Security:Seminars on the Frontiers of Data Rule of Law,专业必修课,法学院,张怀岭/杨秋宇/毛快,1.0,1-9,G101,"周五第8,9节{第1-9周}",2022级法学
BBA301,创业管理,Entrepreneurial Management,专业方向课,工商管理学院,陈海啸,3.0,1-17,C401,"周三第10,11,12节{第1-17周}",2023级工商管理（双语实验班）
BBA301,创业管理,Entrepreneurial Management,专业必修课,工商管理学院,马江水,3.0,1-17,B405,"周四第10,11,12节{第1-17周}",2023级工商管理
BBA301,创业管理,Entrepreneurial Management,专业必修课,工商管理学院,马江水,3.0,1-17,B408;B408,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2023级工商管理
ECC214,创业实践,Entrepreneurial Practice,实践环节课,管理科学与工程学院,李忠俊,4.0,1-17,,,2022级电子商务
CST305,大数据处理,Big Data Processing,专业必修课,数学学院,王锐,3.0,1-17,I401A;I401A,"周三第7节{第1-17周};周三第8,9节{第1-17周}",2022级数学与应用数学（金融数学光华实验班）
